Country,State,Timestamp,SensorID,Latitude,Longitude,Temperature,QualityFlag
Australia,Victoria,2016-12-26,S1725,-31.8942,-87.0812,26.54,GOOD
India,Karnataka,2016-12-27,S1726,-35.676,143.9075,21.74,GOOD
India,Karnataka,2016-12-28,S1727,26.3533,-14.9891,10.33,GOOD
Australia,Victoria,2016-12-29,S1728,8.177,-131.9701,25.77,GOOD
USA,New York,2016-12-30,S1729,67.883,10.1481,22.41,GOOD
India,Karnataka,2016-12-31,S1730,-33.1662,43.7467,23.94,GOOD
USA,New York,2017-01-01,S1731,79.7369,39.7354,31.79,GOOD
Australia,Queensland,2017-01-02,S1732,-11.3836,-12.9598,47.13,GOOD
India,Karnataka,2017-01-03,S1733,60.5481,170.7982,27.15,GOOD
USA,Texas,2017-01-04,S1734,74.1273,-21.913,35.64,GOOD
Australia,New South Wales,2017-01-05,S1735,-7.3181,-160.1634,35.57,GOOD
USA,Texas,2017-01-06,S1736,-78.11,170.1246,31.21,GOOD
India,Karnataka,2017-01-07,S1737,29.2018,77.516,24.55,GOOD
USA,California,2017-01-08,S1738,70.3498,-18.3464,27.8,GOOD
Australia,New South Wales,2017-01-09,S1739,-45.9621,-28.3317,18.25,GOOD
USA,California,2017-01-10,S1740,74.0017,115.3827,22.28,GOOD
USA,Texas,2017-01-11,S1741,-73.5564,92.3928,29.0,GOOD
India,Maharashtra,2017-01-12,S1742,61.2627,-173.7006,21.04,GOOD
USA,New York,2017-01-13,S1743,17.3424,-81.2834,21.02,GOOD
USA,California,2017-01-14,S1744,-52.9412,-53.1068,30.98,GOOD
Australia,Queensland,2017-01-15,S1745,83.2919,46.205,36.19,GOOD
India,Maharashtra,2017-01-16,S1746,28.8699,111.3101,32.85,GOOD
USA,California,2017-01-17,S1747,-86.5498,-24.4838,11.83,BAD
India,Delhi,2017-01-18,S1748,-1.0133,149.3406,15.44,GOOD
India,Karnataka,2017-01-19,S1749,-52.5409,91.3393,27.29,BAD
Australia,Queensland,2017-01-20,S1750,74.0939,154.0851,26.38,GOOD
India,Maharashtra,2017-01-21,S1751,-80.0199,119.8923,,BAD
Australia,New South Wales,2017-01-22,S1752,20.463,-99.6889,29.43,BAD
USA,California,2017-01-23,S1753,-56.1055,-70.6554,22.18,GOOD
USA,California,2017-01-24,S1754,-8.574,84.1114,29.27,GOOD
India,Delhi,2017-01-25,S1755,-60.3119,-135.1386,46.54,GOOD
USA,Texas,2017-01-26,S1756,-59.0045,-24.8459,19.27,GOOD
Australia,New South Wales,2017-01-27,S1757,34.52,62.7457,19.49,BAD
Australia,Victoria,2017-01-28,S1758,-21.09,47.0287,30.94,GOOD
Australia,Queensland,2017-01-29,S1759,78.5118,158.6703,19.9,GOOD
India,Delhi,2017-01-30,S1760,74.1975,47.9443,27.96,GOOD
USA,California,2017-01-31,S1761,-22.4422,45.6312,29.67,
India,Delhi,2017-02-01,S1762,-70.6589,-173.9114,20.7,GOOD
USA,Texas,2017-02-02,S1763,-51.9424,-84.5385,30.24,GOOD
USA,California,2017-02-03,S1764,-60.5288,-72.2077,36.62,BAD
USA,Texas,2017-02-04,S1765,-74.0885,-56.7988,25.11,GOOD
USA,New York,2017-02-05,S1766,-39.3341,-154.7753,15.58,BAD
India,Karnataka,2017-02-06,S1767,61.7302,-19.4808,39.56,BAD
USA,New York,2017-02-07,S1768,-36.0226,-167.6148,35.39,GOOD
India,Maharashtra,2017-02-08,S1769,70.3839,112.8992,19.28,GOOD
USA,New York,2017-02-09,S1770,67.2362,-94.869,15.69,
USA,New York,2017-02-10,S1771,-60.748,165.5085,39.65,GOOD
India,Karnataka,2017-02-11,S1772,15.5883,-16.0578,36.54,
USA,Texas,2017-02-12,S1773,68.0361,-83.0917,20.9,GOOD
Australia,New South Wales,2017-02-13,S1774,-15.187,-87.0118,14.15,GOOD
India,Delhi,2017-02-14,S1775,-79.969,148.222,28.32,GOOD
India,Karnataka,2017-02-15,S1776,72.8015,-179.7308,1.79,GOOD
USA,New York,2017-02-16,S1777,-50.8095,-89.8775,27.93,GOOD
USA,Texas,2017-02-17,S1778,-7.8284,-126.2029,16.39,GOOD
India,Delhi,2017-02-18,S1779,-80.8555,-11.4118,0.95,GOOD
India,Delhi,2017-02-19,S1780,23.6011,77.3634,22.64,GOOD
USA,New York,2017-02-20,S1781,-37.9015,-7.335,17.51,BAD
India,Karnataka,2017-02-21,S1782,5.9955,178.5577,25.17,GOOD
USA,Texas,2017-02-22,S1783,-52.7764,153.0232,17.43,GOOD
USA,California,2017-02-23,S1784,58.5792,-127.221,24.34,GOOD
Australia,Queensland,2017-02-24,S1785,22.0585,-68.7896,26.94,GOOD
India,Maharashtra,2017-02-25,S1786,48.9305,-5.8042,30.33,BAD
India,Delhi,2017-02-26,S1787,58.5963,104.8719,29.62,GOOD
USA,Texas,2017-02-27,S1788,86.9148,13.1293,9.18,GOOD
Australia,New South Wales,2017-02-28,S1789,-81.0877,35.7691,33.67,
USA,California,2017-03-01,S1790,-52.1654,-63.5606,31.85,GOOD
Australia,Victoria,2017-03-02,S1791,19.4001,-149.8352,29.6,GOOD
Australia,Queensland,2017-03-03,S1792,86.2105,0.673,26.55,GOOD
USA,California,2017-03-04,S1793,-73.8948,-29.5257,19.79,GOOD
India,Maharashtra,2017-03-05,S1794,-71.7902,44.3296,23.11,GOOD
Australia,Queensland,2017-03-06,S1795,-32.3898,94.734,21.74,GOOD
USA,California,2017-03-07,S1796,-68.9431,-16.8237,14.54,GOOD
India,Maharashtra,2017-03-08,S1797,-4.582,-49.8646,10.36,GOOD
USA,Texas,2017-03-09,S1798,-29.05,-160.0441,44.84,GOOD
USA,California,2017-03-10,S1799,-47.0993,105.8238,31.88,GOOD
India,Maharashtra,2017-03-11,S1800,-59.6053,-14.1578,19.13,BAD
Australia,Victoria,2017-03-12,S1801,9.3082,-51.6388,22.52,GOOD
India,Delhi,2017-03-13,S1802,46.7136,-105.8443,24.21,GOOD
India,Delhi,2017-03-14,S1803,40.0984,160.3105,28.01,GOOD
India,Maharashtra,2017-03-15,S1804,57.7655,-25.6016,16.47,GOOD
Australia,New South Wales,2017-03-16,S1805,-47.8134,-135.5161,44.03,GOOD
India,Karnataka,2017-03-17,S1806,36.4318,57.2047,24.5,GOOD
USA,Texas,2017-03-18,S1807,-20.9902,121.3783,26.93,GOOD
India,Karnataka,2017-03-19,S1808,46.1358,14.2782,9.71,GOOD
USA,Texas,2017-03-20,S1809,-69.8379,125.8072,25.74,GOOD
Australia,New South Wales,2017-03-21,S1810,-72.8552,-170.1106,28.06,GOOD
USA,New York,2017-03-22,S1811,-58.7887,80.9233,24.82,GOOD
Australia,New South Wales,2017-03-23,S1812,76.1713,-174.2933,30.2,GOOD
Australia,Victoria,2017-03-24,S1813,-53.1505,23.9465,18.71,GOOD
India,Maharashtra,2017-03-25,S1814,69.4007,-176.3963,21.97,GOOD
India,Maharashtra,2017-03-26,S1815,-69.0603,169.2421,10.05,GOOD
USA,California,2017-03-27,S1816,89.9729,-179.2137,23.22,GOOD
USA,Texas,2017-03-28,S1817,81.9114,39.9335,22.0,BAD
Australia,New South Wales,2017-03-29,S1818,-2.9357,-66.4007,25.43,GOOD
USA,Texas,2017-03-30,S1819,49.1112,109.1414,32.77,GOOD
USA,New York,2017-03-31,S1820,55.6865,-43.458,22.65,GOOD
Australia,Queensland,2017-04-01,S1821,-26.1124,1.1445,25.32,BAD
USA,California,2017-04-02,S1822,27.1304,132.0557,14.82,GOOD
Australia,New South Wales,2017-04-03,S1823,43.2917,92.4937,26.69,GOOD
USA,California,2017-04-04,S1824,-58.6841,-58.5083,28.58,GOOD
USA,New York,2017-04-05,S1825,31.16,176.6696,20.99,GOOD
USA,New York,2017-04-06,S1826,86.6559,-144.9444,23.53,GOOD
India,Karnataka,2017-04-07,S1827,8.8941,32.7119,26.51,BAD
Australia,Victoria,2017-04-08,S1828,1.5993,-157.5201,36.19,GOOD
India,Maharashtra,2017-04-09,S1829,83.9863,-17.2026,37.77,GOOD
Australia,New South Wales,2017-04-10,S1830,36.576,-172.188,33.08,
Australia,Victoria,2017-04-11,S1831,-87.5675,-49.3683,15.31,GOOD
Australia,New South Wales,2017-04-12,S1832,78.0144,80.4724,28.12,GOOD
India,Maharashtra,2017-04-13,S1833,1.7116,16.4699,7.24,GOOD
India,Karnataka,2017-04-14,S1834,39.0927,13.7141,24.08,GOOD
Australia,Victoria,2017-04-15,S1835,-55.8117,-14.1436,29.53,GOOD
USA,New York,2017-04-16,S1836,-40.7401,172.802,35.75,GOOD
India,Maharashtra,2017-04-17,S1837,-83.2448,24.9229,35.35,GOOD
USA,Texas,2017-04-18,S1838,-78.3181,-12.3388,25.34,BAD
India,Maharashtra,2017-04-19,S1839,-25.7813,-120.8626,28.95,GOOD
Australia,Victoria,2017-04-20,S1840,-52.3173,-165.8097,28.93,BAD
India,Delhi,2017-04-21,S1841,18.0963,10.8188,32.91,BAD
India,Karnataka,2017-04-22,S1842,-39.642,23.3829,22.94,GOOD
USA,California,2017-04-23,S1843,-10.2688,22.1178,12.09,GOOD
Australia,New South Wales,2017-04-24,S1844,82.8393,57.7209,24.08,GOOD
USA,Texas,2017-04-25,S1845,-26.5984,128.3659,31.48,BAD
India,Karnataka,2017-04-26,S1846,0.9208,175.8134,22.32,BAD
Australia,New South Wales,2017-04-27,S1847,41.4234,-40.5914,14.27,GOOD
India,Maharashtra,2017-04-28,S1848,49.4375,22.3721,37.71,GOOD
India,Karnataka,2017-04-29,S1849,-41.6049,-172.4267,30.21,GOOD
Australia,New South Wales,2017-04-30,S1850,-38.1304,37.4114,21.8,GOOD
USA,New York,2017-05-01,S1851,18.1092,-157.5073,22.28,GOOD
India,Karnataka,2017-05-02,S1852,80.6757,-4.7696,30.9,GOOD
USA,California,2017-05-03,S1853,47.9432,56.862,16.41,GOOD
USA,New York,2017-05-04,S1854,-68.9284,10.144,26.99,BAD
India,Karnataka,2017-05-05,S1855,84.6789,-139.5411,25.62,GOOD
USA,New York,2017-05-06,S1856,-50.814,167.7677,38.39,GOOD
India,Karnataka,2017-05-07,S1857,-53.7885,-151.1772,20.28,GOOD
USA,New York,2017-05-08,S1858,-27.2033,152.3407,25.72,GOOD
India,Maharashtra,2017-05-09,S1859,62.1594,81.7786,22.88,GOOD
Australia,Victoria,2017-05-10,S1860,-78.0012,179.4819,21.44,GOOD
Australia,New South Wales,2017-05-11,S1861,72.2936,153.4295,20.54,GOOD
India,Maharashtra,2017-05-12,S1862,19.2552,-112.1401,24.01,GOOD
India,Delhi,2017-05-13,S1863,-74.4991,21.2892,23.31,GOOD
Australia,Queensland,2017-05-14,S1864,-88.4708,93.9622,23.53,GOOD
USA,New York,2017-05-15,S1865,81.9315,-93.5454,15.96,GOOD
USA,California,2017-05-16,S1866,10.8209,-40.8735,27.48,GOOD
India,Maharashtra,2017-05-17,S1867,68.6265,-151.9636,14.81,GOOD
USA,California,2017-05-18,S1868,-74.4084,60.8955,33.32,BAD
USA,California,2017-05-19,S1869,52.2924,-16.5748,9.36,GOOD
Australia,New South Wales,2017-05-20,S1870,48.4394,144.6874,22.19,
India,Delhi,2017-05-21,S1871,4.1915,-137.9708,44.05,GOOD
Australia,Queensland,2017-05-22,S1872,-79.7229,62.2173,26.37,GOOD
USA,Texas,2017-05-23,S1873,-53.8421,-69.9472,26.95,GOOD
USA,California,2017-05-24,S1874,-77.2001,-55.5635,34.45,BAD
USA,New York,2017-05-25,S1875,77.3625,161.2308,30.14,GOOD
India,Karnataka,2017-05-26,S1876,-0.9725,142.1091,18.63,GOOD
Australia,New South Wales,2017-05-27,S1877,33.4283,129.233,26.34,GOOD
Australia,New South Wales,2017-05-28,S1878,-44.7854,-64.5957,21.79,GOOD
USA,California,2017-05-29,S1879,-27.5906,88.7228,31.53,GOOD
Australia,Victoria,2017-05-30,S1880,-27.7871,110.7729,18.88,GOOD
India,Karnataka,2017-05-31,S1881,24.081,-88.8476,34.36,GOOD
USA,Texas,2017-06-01,S1882,34.9437,-174.1951,41.92,GOOD
Australia,Queensland,2017-06-02,S1883,52.2236,-101.5989,28.0,GOOD
Australia,Queensland,2017-06-03,S1884,55.5945,-73.9075,27.22,GOOD
USA,New York,2017-06-04,S1885,63.227,107.4543,,GOOD
India,Karnataka,2017-06-05,S1886,58.274,128.5305,30.57,GOOD
India,Maharashtra,2017-06-06,S1887,-37.5846,98.0163,27.23,GOOD
India,Karnataka,2017-06-07,S1888,-73.8538,166.1557,22.82,GOOD
USA,New York,2017-06-08,S1889,-27.9726,-122.0456,34.87,GOOD
India,Delhi,2017-06-09,S1890,63.6238,85.4543,16.02,GOOD
USA,California,2017-06-10,S1891,40.4876,-138.8938,23.54,GOOD
India,Karnataka,2017-06-11,S1892,-39.5181,-122.4902,34.8,BAD
USA,California,2017-06-12,S1893,85.5157,-96.3757,23.53,GOOD
Australia,Queensland,2017-06-13,S1894,55.2201,-123.5098,25.79,GOOD
India,Delhi,2017-06-14,S1895,-13.298,18.8357,10.24,GOOD
Australia,Victoria,2017-06-15,S1896,-16.1473,-60.1356,35.91,GOOD
India,Delhi,2017-06-16,S1897,83.0901,-67.3759,21.08,GOOD
Australia,Victoria,2017-06-17,S1898,-12.0148,107.8891,19.48,GOOD
Australia,Victoria,2017-06-18,S1899,49.3191,-161.2539,25.33,GOOD
India,Karnataka,2017-06-19,S1900,64.7105,75.5226,24.11,GOOD
Australia,Queensland,2017-06-20,S1901,-47.8615,-158.4269,36.53,GOOD
USA,California,2017-06-21,S1902,72.7405,-123.6495,30.49,GOOD
Australia,Queensland,2017-06-22,S1903,74.6549,-119.8979,23.79,GOOD
USA,Texas,2017-06-23,S1904,-49.1834,155.3365,22.16,GOOD
India,Karnataka,2017-06-24,S1905,23.0326,-80.9315,14.6,GOOD
Australia,New South Wales,2017-06-25,S1906,82.4363,1.1061,9.86,GOOD
India,Karnataka,2017-06-26,S1907,-11.7579,-110.5777,27.49,GOOD
USA,Texas,2017-06-27,S1908,79.7753,155.4233,32.03,GOOD
USA,California,2017-06-28,S1909,1.9229,-8.2626,18.84,GOOD
Australia,Queensland,2017-06-29,S1910,-14.0806,-97.3021,32.71,GOOD
Australia,New South Wales,2017-06-30,S1911,-40.665,108.4191,24.84,GOOD
India,Maharashtra,2017-07-01,S1912,-72.2028,112.3847,15.12,GOOD
Australia,Victoria,2017-07-02,S1913,28.1122,-42.3946,37.19,GOOD
India,Delhi,2017-07-03,S1914,-80.3774,-19.551,30.52,GOOD
India,Maharashtra,2017-07-04,S1915,-34.9833,33.4738,28.38,GOOD
USA,California,2017-07-05,S1916,52.3022,-92.5397,30.19,GOOD
Australia,New South Wales,2017-07-06,S1917,-15.544,-74.5874,22.15,GOOD
USA,New York,2017-07-07,S1918,-14.0706,68.8686,8.9,BAD
USA,California,2017-07-08,S1919,-76.3865,27.7431,25.8,GOOD
USA,California,2017-07-09,S1920,-83.0137,-110.1136,7.44,GOOD
India,Delhi,2017-07-10,S1921,-12.6994,-10.5459,37.8,GOOD
USA,California,2017-07-11,S1922,74.0838,-55.5767,23.18,GOOD
Australia,Victoria,2017-07-12,S1923,48.0183,-53.7686,23.87,GOOD
India,Karnataka,2017-07-13,S1924,-55.5262,1.5348,19.03,GOOD
India,Delhi,2017-07-14,S1925,-48.9301,86.4064,19.71,GOOD
USA,New York,2017-07-15,S1926,21.0393,-178.9518,28.46,GOOD
Australia,Victoria,2017-07-16,S1927,-9.7686,121.0027,31.19,GOOD
USA,Texas,2017-07-17,S1928,26.2884,-125.7801,38.59,GOOD
USA,New York,2017-07-18,S1929,-53.0663,-4.6503,6.48,
India,Delhi,2017-07-19,S1930,-8.0776,20.1283,22.53,GOOD
USA,Texas,2017-07-20,S1931,-11.4153,48.1669,9.88,GOOD
Australia,New South Wales,2017-07-21,S1932,-87.5863,-172.9993,16.23,BAD
USA,New York,2017-07-22,S1933,75.8093,134.7901,12.29,GOOD
USA,California,2017-07-23,S1934,4.3478,-78.1198,17.04,GOOD
USA,California,2017-07-24,S1935,-8.5835,-164.4587,6.42,GOOD
USA,New York,2017-07-25,S1936,-32.1225,179.3642,32.29,GOOD
Australia,Queensland,2017-07-26,S1937,29.5381,10.0971,21.13,GOOD
India,Karnataka,2017-07-27,S1938,51.7818,-68.0268,17.91,GOOD
Australia,Victoria,2017-07-28,S1939,49.1185,-2.9276,,GOOD
USA,New York,2017-07-29,S1940,80.122,-78.2398,20.91,GOOD
USA,Texas,2017-07-30,S1941,75.1966,-108.9184,4.57,
Australia,New South Wales,2017-07-31,S1942,-81.6475,44.6254,31.89,GOOD
Australia,Queensland,2017-08-01,S1943,28.0133,-93.8668,30.94,GOOD
India,Maharashtra,2017-08-02,S1944,-38.2107,85.3429,27.61,GOOD
USA,Texas,2017-08-03,S1945,19.9842,44.7091,34.92,GOOD
Australia,Queensland,2017-08-04,S1946,55.3931,-51.6994,18.47,GOOD
USA,California,2017-08-05,S1947,0.2595,-95.8951,32.47,GOOD
India,Delhi,2017-08-06,S1948,-63.9121,-88.2837,23.76,GOOD
Australia,New South Wales,2017-08-07,S1949,56.2919,15.0337,9.13,GOOD
India,Delhi,2017-08-08,S1950,78.1177,-113.9113,23.81,GOOD
Australia,New South Wales,2017-08-09,S1951,-7.863,-118.5234,29.07,GOOD
India,Maharashtra,2017-08-10,S1952,74.2058,160.5872,27.65,GOOD
USA,California,2017-08-11,S1953,84.9696,129.357,16.62,GOOD
India,Maharashtra,2017-08-12,S1954,69.7695,-47.5737,31.1,GOOD
India,Karnataka,2017-08-13,S1955,84.2602,100.639,9.47,GOOD
Australia,Queensland,2017-08-14,S1956,-59.5575,-63.9181,32.2,GOOD
India,Delhi,2017-08-15,S1957,-18.9099,-88.5488,29.32,BAD
Australia,Queensland,2017-08-16,S1958,-89.9277,110.1208,21.53,GOOD
USA,California,2017-08-17,S1959,-26.1009,-64.5436,38.78,GOOD
USA,New York,2017-08-18,S1960,-80.918,-142.3574,18.53,BAD
India,Delhi,2017-08-19,S1961,-38.9687,161.4331,40.12,GOOD
India,Delhi,2017-08-20,S1962,71.2427,55.1474,25.44,GOOD
Australia,Victoria,2017-08-21,S1963,-37.2735,-45.5255,29.33,GOOD
India,Maharashtra,2017-08-22,S1964,4.7871,-70.8188,20.85,GOOD
Australia,Queensland,2017-08-23,S1965,-68.4141,-64.5361,31.83,BAD
India,Maharashtra,2017-08-24,S1966,43.7096,58.1728,29.43,GOOD
Australia,New South Wales,2017-08-25,S1967,-56.0907,-159.7512,13.99,GOOD
India,Maharashtra,2017-08-26,S1968,-67.8741,43.0446,35.32,GOOD
India,Karnataka,2017-08-27,S1969,-87.5669,-121.6185,25.28,GOOD
India,Maharashtra,2017-08-28,S1970,-47.8442,-82.9316,26.79,GOOD
Australia,Victoria,2017-08-29,S1971,64.0159,5.281,20.75,GOOD
Australia,Queensland,2017-08-30,S1972,-60.5505,-49.4038,9.87,GOOD
India,Karnataka,2017-08-31,S1973,50.03,122.8823,26.44,GOOD
USA,Texas,2017-09-01,S1974,39.9241,-151.1678,13.23,GOOD
USA,Texas,2017-09-02,S1975,-60.7503,142.2122,31.45,GOOD
USA,New York,2017-09-03,S1976,30.53,169.4405,30.38,GOOD
Australia,Victoria,2017-09-04,S1977,-44.2535,117.0486,39.17,GOOD
India,Maharashtra,2017-09-05,S1978,-10.1059,-112.3143,21.68,GOOD
India,Karnataka,2017-09-06,S1979,-80.0803,139.6343,31.01,GOOD
Australia,Queensland,2017-09-07,S1980,3.6821,129.8919,20.21,GOOD
India,Delhi,2017-09-08,S1981,-8.8729,91.2996,20.7,BAD
India,Maharashtra,2017-09-09,S1982,-54.8804,141.3401,29.58,GOOD
USA,New York,2017-09-10,S1983,-37.67,174.1435,28.64,GOOD
India,Maharashtra,2017-09-11,S1984,-22.78,-41.9276,23.86,BAD
India,Karnataka,2017-09-12,S1985,-29.4912,-68.9511,11.49,GOOD
Australia,Victoria,2017-09-13,S1986,-88.5585,-145.7663,38.56,GOOD
USA,California,2017-09-14,S1987,32.1588,-28.4772,30.63,GOOD
India,Karnataka,2017-09-15,S1988,18.6454,1.3032,28.43,GOOD
India,Delhi,2017-09-16,S1989,-67.484,-133.2781,31.37,GOOD
USA,Texas,2017-09-17,S1990,60.647,178.3741,24.07,GOOD
Australia,New South Wales,2017-09-18,S1991,8.8683,89.4099,29.86,GOOD
India,Karnataka,2017-09-19,S1992,52.0883,80.4221,34.48,BAD
USA,California,2017-09-20,S1993,-68.5311,-99.1503,17.48,GOOD
Australia,Victoria,2017-09-21,S1994,-19.1373,-110.9257,28.94,GOOD
USA,New York,2017-09-22,S1995,-81.5967,100.6314,31.67,BAD
USA,Texas,2017-09-23,S1996,5.5251,-88.1163,18.03,GOOD
India,Delhi,2017-09-24,S1997,57.8764,-169.7145,26.83,GOOD
India,Karnataka,2017-09-25,S1998,57.7155,-166.4289,25.02,BAD
Australia,Queensland,2017-09-26,S1999,-49.7199,155.713,39.47,GOOD
